,legislador_id,agrupacion,agrupacion_color,camara,mail,nombre,partido
212,13,,,diputados,,"ALBARRACIN,  Jorge Luis",UNIÓN CÍVICA RADICAL
213,19,UNEN - FAP - UCR,#8eab35,diputados, ralfonsin@diputados.gob.ar,"ALFONSÍN,  Ricardo Luis",UNIÓN CÍVICA RADICAL
214,21,,,diputados,,"ALONSO,  Gumersindo Federico",FRENTE CÍVICO - CÓRDOBA
215,22,Pro y aliados,#fbd95b,diputados, lalonso@diputados.gob.ar,"ALONSO,  Laura",PRO
216,25,,,diputados,,"ALVAREZ,  Elsa María",UNIÓN CÍVICA RADICAL
217,26,,,diputados,,"ALVAREZ,  Jorge Mario",UNIÓN CÍVICA RADICAL
218,29,,,diputados,eamadeo@diputados.gob.ar,"AMADEO.,  Eduardo Pablo",FRENTE PERONISTA
219,38,UNEN - FAP - UCR,#8eab35,diputados, aargumedo@diputados.gob.ar,"ARGUMEDO,  Alcira Susana",PROYECTO SUR
220,44,,,diputados,,"ASPIAZU,  Lucio Bernardo",UNIÓN CÍVICA RADICAL
221,45,Massismo y aliados,#b185b7,diputados,aasseff@diputados.gob.ar,"ASSEFF,  Alberto Emilio",FRENTE PERONISTA
222,46,,,diputados,,"ATANASOF,  Alfredo Néstor",FRENTE PERONISTA
223,56,,,diputados,,"BARBIERI,  Mario Leandro",UNIÓN CÍVICA RADICAL
224,134,,,diputados,,"CHEMES,  Jorge Omar",UNIÓN CÍVICA RADICAL
225,140,UNEN - FAP - UCR,#8eab35,diputados,aciciliani@diputados.gob.ar,"CICILIANI,  Alicia Mabel",PARTIDO SOCIALISTA
226,148,,,diputados,,"COMI,  Carlos Marcelo",COALICIÓN CÍVICA - ARI
227,214,,,diputados,,"FERNANDEZ,  Rodolfo Alfredo",UNIÓN CÍVICA RADICAL
228,216,,,diputados,,"FERRARI,  Gustavo Alfredo",FRENTE PERONISTA
229,227,,,diputados,,"FORTE,  Ulises Umberto",UNIÓN CÍVICA RADICAL
230,228,,,diputados,,"FORTUNA,  Francisco José",CÓRDOBA FEDERAL
231,235,,,diputados,,"GAMBARO,  Natalia",FRENTE PERONISTA
232,246,,,diputados,,"GARNERO,  Estela Ramona",CÓRDOBA FEDERAL
233,249,UNEN - FAP - UCR,#8eab35,diputados, mgarrido@diputados.gob.ar,"GARRIDO,  Manuel",UNIÓN CÍVICA RADICAL
234,253,,,diputados,,"GERMANO,  Daniel",FRENTE PERONISTA
235,257,,,diputados,,"GIL LAVEDRA,  Ricardo Rodolfo",UNIÓN CÍVICA RADICAL
236,262,UNEN - FAP - UCR,#8eab35,diputados,mgiubergia@diputados.gob.ar,"GIUBERGIA,  Miguel Ángel",UNIÓN CÍVICA RADICAL
237,266,Pro y aliados,#fbd95b,diputados,ggonzalez@diputados.gob.ar,"GONZÁLEZ,  Gladys Esther",PRO
238,298,,,diputados,,"ITURRASPE,  Nora Graciela",UNIDAD POPULAR
239,311,UNEN - FAP - UCR,#8eab35,diputados,dkroneberger@diputados.gob.ar,"KRONEBERGER,  Daniel Ricardo",UNIÓN CÍVICA RADICAL
240,205,,,diputados,,"FAVARIO,  Carlos Alberto",DEMÓCRATA PROGRESISTA
241,204,,,diputados,,"FAUSTINELLI,  Hipólito",UNIÓN CÍVICA RADICAL
242,154,UNEN - FAP - UCR,#8eab35,diputados,rcortina@diputados.gob.ar,"CORTINA,  Roy",PARTIDO SOCIALISTA
243,156,UNEN - FAP - UCR,#8eab35,diputados,ecosta@diputados.gob.ar,"COSTA,  Eduardo Raúl",UNIÓN CÍVICA RADICAL
244,158,Massismo y aliados,#b185b7,diputados,mcremer@diputados.gob.ar,"CREMER de BUSTI,  María Cristina",FRENTE PERONISTA
245,159,UNEN - FAP - UCR,#8eab35,diputados,rcuccovillo@diputados.gob.ar,"CUCCOVILLO,  Ricardo Oscar",PARTIDO SOCIALISTA
246,171,UNEN - FAP - UCR,#8eab35,diputados,pdeferrarir@diputados.gob.ar,"De FERRARI RUEDA,  Patricia",UNIÓN CÍVICA RADICAL
247,172,Izquierda,#D23939,diputados, vdegennaro@diputados.gob.ar,"De GENNARO,  Víctor Norberto",UNIDAD POPULAR
248,175,,,diputados,,"DE MARCHI,  Omar Bruno",DEMÓCRATA DE MENDOZA
249,176,Peronismo no kirchnerista,#f6a619,diputados,fdenarvaez@diputados.gob.ar,"DE NARVÁEZ,  Francisco",FRENTE PERONISTA
250,178,,,diputados,,"de PRAT GAY,  Alfonso",COALICIÓN CÍVICA - ARI
251,616,UNEN - FAP - UCR,#8eab35,diputados,vdondap@diputados.gob.ar,"donda,  victoria",LIBRES DEL SUR
252,195,UNEN - FAP - UCR,#8eab35,diputados,oduclos@diputados.gob.ar,"DUCLOS,  Omar Arnaldo",GEN
253,200,,,diputados,,"ESPINDOLA,  Gladys Susana",UNIÓN CÍVICA RADICAL
254,203,,,diputados,,"FADUL,  Liliana",PARTIDO FEDERAL FUEGUINO
255,329,UNEN - FAP - UCR,#8eab35,diputados, vlinares@diputados.gob.ar,"LINARES,  María Virginia",GEN
1088,191,Kirchnerismo y aliados..,#007caf,diputados,jdominguez@diputados.gob.ar,"DOMÍNGUEZ,  Julián Andrés",FRENTE PARA LA VICTORIA
2407,77,,,diputados,,"BETTANIN,  Juan Carlos",FRENTE NUEVO ENCUENTRO
4079,319,,,diputados,,"Legislador a Designar,  Nro. 1",FRENTE PARA LA VICTORIA
11049,381,,,diputados,beatriz.mirkin@senado.gob.ar ,"MIRKIN.,  Beatriz Graciela",FRENTE PARA LA VICTORIA
11177,197,,,diputados,,"ELICECHE,  Carlos Tomas",FRENTE PARA LA VICTORIA
27484,31,,,diputados,,"ARAGON,  Santiago",FRENTE PARA LA VICTORIA
29700,70,,,diputados,,"BENAS,  Verónica Claudia",SI POR LA UNIDAD POPULAR
29703,345,,,diputados,,"MACALUSE,  Eduardo Gabriel",SI POR LA UNIDAD POPULAR
29704,375,,,diputados,,"MERCHAN,  Paula Cecilia",LIBRES DEL SUR
29709,408,,,diputados,,"OBEID,  Jorge Alberto",PERONISMO FEDERAL
29713,393,,,diputados,,"MORANTE,  Antonio Arnaldo María",FRENTE PARA LA VICTORIA
29715,425,,,diputados,,"PAREDES URQUIZA,  Alberto Nicolás",FRENTE PARA LA VICTORIA
29720,435,,,diputados,,"PEREZ,  Jorge Raúl",FRENTE CÍVICO POR SANTIAGO
29721,432,,,diputados,aperez@diputados.gob.ar,"PÉREZ,  Adrián",COALICIÓN CÍVICA
29723,766,,,diputados,,"Pasini, Ariel Osvaldo Eloy",FRENTE PARA LA VICTORIA
29724,426,,,diputados,,"PAROLI,  Raúl Omar",FRENTE CÍVICO Y SOCIAL DE CATAMARCA
29725,391,,,diputados,,"MORAN,  Juan Carlos",COALICIÓN CÍVICA
29726,390,,,diputados,,"MONTOYA,  Jorge Luciano",NUCLEO UNIDAD PERONISTA
29728,337,,,diputados,,"LOPEZ,  Rafael Angel",FRENTE PARA LA VICTORIA
29729,334,,,diputados,,"LOPEZ ARIAS,  Marcelo Eduardo",PERONISTA
29730,333,,,diputados,,"LLERA,  Timoteo",FRENTE PARA LA VICTORIA
29734,323,,,diputados,maria.leguizamon@senado.gov.ar ,"LEGUIZAMON.,  María Laura",FRENTE PARA LA VICTORIA
29736,343,,,diputados,,"LUNA de MARCOS,  Ana Zulema",FRENTE CÍVICO POR SANTIAGO
29737,354,,,diputados,,"MARCONATO,  Gustavo Angel",FRENTE PARA LA VICTORIA
29738,357,,,diputados,,"MARTIARENA,  Mario Humberto",PERONISMO JUJEÑO
29740,377,,,diputados,,"MERLO,  Mario Raúl",PERONISMO FEDERAL
29741,374,,,diputados,dalmacio.mera@senado.gob.ar ,"MERA.,  Dalmacio",FRENTE PARA LA VICTORIA
29746,361,,,diputados,,"MARTINEZ ODDONE,  Heriberto Agustín",UNIÓN CÍVICA RADICAL
29750,548,,,diputados,,"TORFE,  Mónica Liliana",RENOVADOR DE SALTA
29757,523,,,diputados,,"SLUGA,  Juan Carlos",FRENTE PARA LA VICTORIA
29760,566,,,diputados,,"VEGA,  Juan Carlos",COALICIÓN CÍVICA
29761,584,,,diputados,,"ZAVALLO,  Gustavo Marcelo",PERONISMO FEDERAL
29764,575,,,diputados,,"WEST,  Mariano Federíco",FRENTE PARA LA VICTORIA
29768,568,,,diputados,,"VIALE,  Lisandro Alfredo",PARTIDO SOCIALISTA
29769,520,,,diputados,,"SEREBRINSKY,  Gustavo Eduardo",UNIÓN CÍVICA RADICAL
29772,469,,,diputados,,"REYES,  María Fernanda",COALICIÓN CÍVICA
29776,461,,,diputados,,"QUIROZ,  Elsa Siria",COALICIÓN CÍVICA
29777,460,,,diputados,,"QUIROGA,  Horacio Rodolfo",UNIÓN CÍVICA RADICAL
29778,459,,,diputados,,"QUINTERO,  Marta Beatriz",FRENTE PARA LA VICTORIA
29780,473,,,diputados,,"RIOBOO,  Sandra Adriana",UNIÓN CÍVICA RADICAL
29785,497,,,diputados,,"ROSSI,  Cipriana Lorena",PERONISMO FEDERAL
29786,496,,,diputados,,"ROSSI,  Alejandro Luis",FRENTE PARA LA VICTORIA
29788,485,,,diputados,,"RODRIGUEZ,  Evaristo Arturo",FRENTE PARA LA VICTORIA
29791,455,,,diputados,,"PRIETO,  Hugo Nelson",DE LA CONCERTACIÓN
29796,104,,,diputados,,"CALCHAQUI,  Mariel",FRENTE PARA LA VICTORIA
29812,137,,,diputados,,"CHIQUICHANO,  Rosa Laudelina",FRENTE PARA LA VICTORIA
29819,20,,,diputados,,"ALIZEGUI,  Antonio Anibal",FRENTE PARA LA VICTORIA
29820,18,,,diputados,,"ALFARO,  German Enrique",FRENTE PARA LA VICTORIA
29821,17,,,diputados,,"ALCUAZ,  Horacio Alberto",GEN
29823,11,,,diputados,hilda.aguirre@senado.gov.ar ,"AGUIRRE.,  Hilda Clelia",
29824,7,,,diputados,,"AGOSTO,  Walter Alfredo",PERONISMO FEDERAL
29825,4,,,diputados,,"ACOSTA,  María Julia",FRENTE PARA LA VICTORIA
29827,27,,,diputados,,"ALVAREZ,  Juan José",NUCLEO UNIDAD PERONISTA
29828,28,,,diputados,,"ALVARO,  Héctor Jorge",DE LA CONCERTACIÓN
29829,69,,,diputados,,"BELOUS,  Nélida",BLOQUE SOCIAL PATAGÓNICO
29831,62,,,diputados,,"BASTEIRO,  Sergio Ariel",NUEVO ENCUENTRO POPULAR Y SOLIDARIO
29834,43,,,diputados,,"ASEF,  Daniel Edgardo",NUCLEO UNIDAD PERONISTA
29835,37,,,diputados,,"ARGÜELLO,  Octavio",FRENTE PARA LA VICTORIA
29836,35,,,diputados,,"ARETA,  María Josefa",FRENTE DE TODOS
29839,309,,,diputados,,"KORENFELD,  Beatriz Liliana",FRENTE PARA LA VICTORIA
29840,258,,,diputados,,"GIL LOZANO,  Claudia Fernanda",COALICIÓN CÍVICA
29845,244,,,diputados,,"GARDELLA,  Patricia Susana",CORRIENTE DE PENSAMIENTO FEDERAL
29847,241,,,diputados,,"GARCIA,  Irma Adriana",PERONISMO FEDERAL
29850,265,,,diputados,ruperto.godoy@senado.gov.ar ,"GODOY.,  Ruperto Eduardo",FRENTE PARA LA VICTORIA
29852,293,,,diputados,,"IGLESIAS,  Fernando Adolfo",COALICIÓN CÍVICA
29853,292,,,diputados,,"IBARRA,  Vilma Lidia",NUEVO ENCUENTRO POPULAR Y SOLIDARIO
29856,277,,,diputados,,"GULLO,  Juan Carlos Dante",FRENTE PARA LA VICTORIA
29857,273,,,diputados,cgribaudo@diputados.gob.ar,"GRIBAUDO,  Christian Alejandro",PROPUESTA REPUBLICANA
29869,173,,,diputados,delarosa@senado.gov.ar ,"de la ROSA., Maria Graciela",FRENTE PARA LA VICTORIA
29871,165,,,diputados,,"DAMILANO GRIVARELLO,  Viviana Mónica",FRENTE PARA LA VICTORIA
29872,163,,,diputados,,"DAHER,  Zulema Beatríz",PERONISMO FEDERAL
29873,162,,,diputados,,"CUSINATO,  Gustavo",UNIÓN CÍVICA RADICAL
29875,188,,,diputados,,"DIAZ,  Susana Eladia",FRENTE PARA LA VICTORIA
29877,223,,,diputados,,"FIOL,  Paulina Esther",FRENTE PARA LA VICTORIA
29883,202,,,diputados,,"FADEL,  Patricia Susana",FRENTE PARA LA VICTORIA
29884,196,,,diputados,,"DUTTO,  Gustavo Alberto",FRENTE PARA LA VICTORIA
29887,339,,,diputados,,"LORGES,  Juan Carlos",FRENTE PARA LA VICTORIA
29889,352,,,diputados,,"MANSUR,  Ricardo Alfredo",UNIÓN CÍVICA RADICAL
29892,394,,,diputados,,"MOREJON,  Manuel Amor",PERONISTA
29893,314,,,diputados,,"LANCETA,  Rubén Orfel",UNIÓN CÍVICA RADICAL
29894,307,,,diputados,,"KENNY,  Eduardo Enrique Federico",UNIÓN CÍVICA RADICAL
29895,306,,,diputados,,"KATZ,  Daniel",UNIÓN CÍVICA RADICAL
29897,297,,,diputados,juan.irrazabal@senado.gov.ar ,"IRRAZABAL.,  Juan Manuel",FRENTE PARA LA VICTORIA
29899,289,,,diputados,,"HOTTON,  Cynthia Liliana",VALORES PARA MI PAÍS
29901,263,,,diputados,,"GIUDICI,  Silvana Myriam",UNIÓN CÍVICA RADICAL
29904,564,,,diputados,,"VAZQUEZ,  Silvia Beatriz",PARTIDO DE LA CONCERTACIÓN - FORJA
29905,561,,,diputados,,"VARGAS AIGNASSE,  Gerónimo",FRENTE PARA LA VICTORIA
29906,555,,,diputados,,"URLICH,  Carlos",UNIÓN CÍVICA RADICAL
29907,537,,,diputados,,"STORNI,  Silvia",UNIÓN CÍVICA RADICAL
29909,516,,,diputados,,"SCALESI,  Juan Carlos",CONSENSO FEDERAL
29910,515,,,diputados,,"SATRAGNO,  Lidia Elsa",PROPUESTA REPUBLICANA
29915,448,,,diputados,,"PINTO,  Sergio Damián",UNIÓN CÍVICA RADICAL
29916,438,,,diputados,,"PERIE,  Hugo Rubén",FRENTE PARA LA VICTORIA
29918,431,,,diputados,,"PEREYRA,  Guillermo Antonio",FRENTE PARA LA VICTORIA
29920,260,,,diputados,jgioja@diputados.gob.ar,"Gioja., José Luis",FRENTE PARA LA VICTORIA
29922,115,,,diputados,,"CARCA,  Elisa Beatriz",COALICIÓN CÍVICA
29926,90,,,diputados,,"BONASSO,  Miguel Luis",DIÁLOGO POR BUENOS AIRES
29928,60,,,diputados,,"BARRIOS,  Miguel Angel",PARTIDO SOCIALISTA
29930,53,,,diputados,,"BALDATA,  Griselda Angela",COALICIÓN CÍVICA
29932,32,,,diputados,,"ARBO,  José Ameghino",LIBERAL DE CORRIENTES
29938,243,,,diputados,,"GARCIA,  Susana Rosa",COALICIÓN CÍVICA
29939,225,,,diputados,,"FLORES,  Héctor",COALICIÓN CÍVICA
29942,206,,,diputados,,"FEIN,  Mónica Hayde",PARTIDO SOCIALISTA
29945,199,,,diputados,,"ERRO,  Norberto Pedro",UNIÓN CÍVICA RADICAL
29947,179,,,diputados,,"del CAMPILLO,  Héctor Eduardo",UNIÓN CÍVICA RADICAL
29952,127,,,diputados,,"CASTALDO,  Norah Susana",UNIÓN CÍVICA RADICAL
31920,322,,,diputados,,"Legislador a Designar,  Nro. 4",
31924,321,,,diputados,,"Legislador a Designar,  Nro. 3",
31926,320,,,diputados,,"Legislador a Designar,  Nro. 2",
35988,99,,,diputados,,"BULLRICH,  Esteban José",PROPUESTA REPUBLICANA
35994,308,,,diputados,,"KIRCHNER,  Néstor Carlos",FRENTE PARA LA VICTORIA
36037,503,,,diputados,,"RUIZ,  Ramón",FRENTE PARA LA VICTORIA
36088,210,,,diputados,,"FERNANDEZ BASUALDO,  Luis María",FRENTE PARA LA VICTORIA
39670,209,,,diputados,,"FELLNER,  Eduardo Alfredo",FRENTE PARA LA VICTORIA
41939,744,,,diputados,,"#00,  LEGISLADOR A DESIGNAR",FRENTE PARA LA VICTORIA
47619,681,Massismo y aliados,#b185b7,diputados,mdasneves@diputados.gob.ar,"das neves,  mario",TRABAJO Y DIGNIDAD
47620,673,Massismo y aliados,#b185b7,diputados,jdemendiguren@diputados.gob.ar,"de mendiguren,  josé ignacio",FRENTE RENOVADOR
47621,675,Massismo y aliados,#b185b7,diputados,mehcosor@diputados.gob.ar,"ehcosor,  maría azucena",FRENTE RENOVADOR
47622,685,Massismo y aliados,#b185b7,diputados, lesper@diputados.gob.ar,"esper,  laura",FRENTE RENOVADOR
47623,679,Massismo y aliados,#b185b7,diputados,efabiani@diputados.gob.ar,"fabiani,  eduardo alberto",FRENTE RENOVADOR
47624,733,Massismo y aliados,#b185b7,diputados,rgiustozzi@diputados.gob.ar,"GIUSTOZZI,  DARÍO",FRENTE RENOVADOR
47627,730,Massismo y aliados,#b185b7,diputados,hdaer@diputados.gob.ar,"DAER,  HÉCTOR RICARDO",FRENTE RENOVADOR
47628,729,Massismo y aliados,#b185b7,diputados,mdalessandro@diputados.gob.ar,"D'ALESSANDRO,  MARCELO",FRENTE RENOVADOR
47631,676,Massismo y aliados,#b185b7,diputados,galegre@diputados.gob.ar,"alegre,  gilberto oscar",FRENTE RENOVADOR
47633,691,Peronismo no kirchnerista,#f6a619,diputados,barenas@diputados.gob.ar,"arenas,  berta hortensia",COMPROMISO FEDERAL
47634,619,Pro y aliados,#fbd95b,diputados,hbaldassi@diputados.gob.ar,"baldassi,  héctor",UNIÓN PRO
47635,617,Pro y aliados,#fbd95b,diputados,sbergman@diputados.gob.ar,"bergman,  sergio",UNIÓN PRO
47638,674,Massismo y aliados,#b185b7,diputados,sguzman@diputados.gob.ar,"guzmán,  sandro adrián",FRENTE RENOVADOR
47639,682,Massismo y aliados,#b185b7,diputados, elagoria@diputados.gob.ar,"lagoria,  elia nelly",TRABAJO Y DIGNIDAD
47641,678,Kirchnerismo/PJ,#A5D4E5,diputados,mschwindt@diputados.gob.ar,"schwindt,  maría liliana",FRENTE RENOVADOR
47644,624,Pro y aliados,#fbd95b,diputados,rspinozzi@diputados.gob.ar,"spinozzi,  ricardo adrián",UNIÓN PRO
47645,736,Pro y aliados,#fbd95b,diputados,fsturzenegger@diputados.gob.ar,"STURZENEGGER,  FEDERICO",UNIÓN PRO
47646,737,Pro y aliados,#fbd95b,diputados,mtorresdelsel@diputados.gob.ar,"TORRES DEL SEL,  MIGUEL",UNIÓN PRO
47648,738,Massismo y aliados,#b185b7,diputados,mtundis@diputados.gob.ar,"TUNDIS,  MIRTA",FRENTE RENOVADOR
47649,688,Peronismo no kirchnerista,#f6a619,diputados,jschiaretti@diputados.gob.ar,"schiaretti,  juan",UNIÓN POR CÓRDOBA
47650,623,Pro y aliados,#fbd95b,diputados,gscaglia@diputados.gob.ar,"scaglia,  gisela",UNIÓN PRO
47651,620,Pro y aliados,#fbd95b,diputados, cmacallister@diputados.gob.ar,"mac allister,  carlos javier",UNIÓN PRO
47655,669,Massismo y aliados,#b185b7,diputados,smassa@diputados.gob.ar,"massa,  sergio",FRENTE RENOVADOR
47659,692,Peronismo no kirchnerista,#f6a619,diputados, fsalino@diputados.gob.ar,"salino,  fernando aldo",COMPROMISO FEDERAL
47678,646,Kirchnerismo y aliados..,#007caf,diputados,nparrilli@diputados.gob.ar,"parrilli,  nanci maría agustina",FRENTE PARA LA VICTORIA
47680,635,Kirchnerismo y aliados..,#007caf,diputados, jpedrini@diputados.gob.ar,"pedrini,  juan manuel",FRENTE PARA LA VICTORIA
47681,658,Kirchnerismo y aliados..,#007caf,diputados, mperez@diputados.gob.ar,"pérez,  martín alejandro",FRENTE PARA LA VICTORIA
47684,711,Kirchnerismo y aliados..,#007caf,diputados,htentor@diputados.gob.ar,"TENTOR,  HÉCTOR",FRENTE PARA LA VICTORIA
47686,712,Kirchnerismo y aliados..,#007caf,diputados,ntomassi@diputados.gob.ar,"TOMASSI,  NÉSTOR",FRENTE PARA LA VICTORIA
47690,713,Otros,#A6A6A6,diputados,mvillarm@diputados.gob.ar,"VILLAR MOLINA,  MARÍA INÉS",MOVIMIENTO POPULAR NEUQUINO
47694,647,Kirchnerismo y aliados..,#007caf,diputados,msoria@diputados.gob.ar,"soria,  maría emilia",FRENTE PARA LA VICTORIA
47696,631,Kirchnerismo y aliados..,#007caf,diputados,oromero@diputados.gob.ar,"Romero,  Oscar Alberto",FRENTE PARA LA VICTORIA
47697,634,Kirchnerismo y aliados..,#007caf,diputados,crubin@diputados.gob.ar,"rubín,  carlos gustavo",FRENTE PARA LA VICTORIA
47699,699,Otros,#A6A6A6,diputados,asanmartin@diputados.gob.ar,"san martín,  adrián",MOVIMIENTO POPULAR NEUQUINO
47701,632,Kirchnerismo y aliados..,#007caf,diputados,sscotto@diputados.gob.ar,"scotto,  silvia carolina",FRENTE PARA LA VICTORIA
47703,710,Kirchnerismo y aliados..,#007caf,diputados,eseminara@diputados.gob.ar,"SEMINARA,  EDUARDO JORGE",FRENTE PARA LA VICTORIA
47707,638,Kirchnerismo y aliados..,#007caf,diputados, agaillard@diputados.gob.ar,"gaillard,  ana carolina",FRENTE PARA LA VICTORIA
47719,664,Kirchnerismo y aliados..,#007caf,diputados, jgagliardi@diputados.gob.ar,"gagliardi,  josué",FRENTE PARA LA VICTORIA
47724,642,Kirchnerismo y aliados..,#007caf,diputados, gfernandezm@diputados.gob.ar,"fernández mendía,  gustavo rodolfo",PARTIDO JUSTICIALISTA LA PAMPA
47729,651,Kirchnerismo y aliados..,#007caf,diputados,scastro@diputados.gob.ar,"castro,  sandra",FRENTE PARA LA VICTORIA
47733,639,Kirchnerismo y aliados..,#007caf,diputados, jbarreto@diputados.gob.ar,"barreto,  jorge rubén",FRENTE PARA LA VICTORIA
47734,648,Kirchnerismo y aliados..,#007caf,diputados,lbardeggia@diputados.gob.ar,"bardeggia,  luis maría",FRENTE PARA LA VICTORIA
47740,701,Otros,#A6A6A6,diputados,gboyadjian@diputados.gob.ar,"boyadjian,  graciela eunice",MOVIMIENTO POPULAR FUEGUINO
47741,703,Kirchnerismo y aliados..,#007caf,diputados,ncarrizo@diputados.gob.ar,"CARRIZO,  NILDA MABEL",FRENTE PARA LA VICTORIA
47745,110,Kirchnerismo y aliados..,#007caf,diputados,scanela@diputados.gob.ar,"CANELA,  Susana Mercedes",FRENTE PARA LA VICTORIA
47747,626,Kirchnerismo y aliados..,#007caf,diputados, jcabandie@diputados.gob.ar,"cabandié,  juan",FRENTE PARA LA VICTORIA
47750,644,Kirchnerismo y aliados..,#007caf,diputados,aabraham@diputados.gob.ar,"Abraham, Alejandro",FRENTE PARA LA VICTORIA
47753,629,Kirchnerismo y aliados..,#007caf,diputados,minsaurralde@diputados.gob.ar,"insaurralde,  martín",FRENTE PARA LA VICTORIA
47754,649,Kirchnerismo y aliados..,#007caf,diputados,eisa@diputados.gob.ar,"isa,  evita nélida",FRENTE PARA LA VICTORIA
47755,655,Kirchnerismo y aliados..,#007caf,diputados,mhjuarez@diputados.gob.ar,"juárez,  manuel humberto",FRENTE CÍVICO POR SANTIAGO
47764,707,Kirchnerismo y aliados..,#007caf,diputados, tmadera@diputados.gob.ar,"MADERA,  TERESITA",FRENTE PARA LA VICTORIA
47769,633,Kirchnerismo y aliados..,#007caf,diputados, mgill@diputados.gob.ar,"gill,  martín rodrigo",FRENTE PARA LA VICTORIA
47771,705,Kirchnerismo y aliados..,#007caf,diputados,mgomezb@diputados.gob.ar,"GÓMEZ BULL,  MAURICIO",FRENTE PARA LA VICTORIA
47772,653,Kirchnerismo y aliados..,#007caf,diputados,jvgonzalez@diputados.gob.ar,"gonzález,  josefina victoria",FRENTE PARA LA VICTORIA
47773,662,Kirchnerismo y aliados..,#007caf,diputados,vgonzalez@diputados.gob.ar,"gonzález,  verónica",FRENTE PARA LA VICTORIA
47780,708,Kirchnerismo y aliados..,#007caf,diputados,vmagario@diputados.gob.ar,"MAGARIO,  VERÓNICA",FRENTE PARA LA VICTORIA
47781,668,Kirchnerismo y aliados..,#007caf,diputados,jmarcopulos@diputados.gob.ar,"marcópulos,  juan fernando",FRENTE PARA LA VICTORIA
47782,636,Kirchnerismo y aliados..,#007caf,diputados,gmartinezc@diputados.gob.ar,"martínez campos,  gustavo",FRENTE PARA LA VICTORIA
47786,637,Kirchnerismo y aliados..,#007caf,diputados, lgervasoni@diputados.gob.ar,"gervasoni,  lautaro",FRENTE PARA LA VICTORIA
47792,700,Kirchnerismo y aliados..,#007caf,diputados,oamartinez@diputados.gob.ar,"martínez,  oscar anselmo",MOVIMIENTO SOLIDARIO POPULAR
47793,627,Kirchnerismo y aliados..,#007caf,diputados,lmazure@diputados.gob.ar,"mazure,  liliana",FRENTE PARA LA VICTORIA
47797,689,Peronismo no kirchnerista,#f6a619,diputados,brossi@diputados.gob.ar,"rossi,  blanca araceli",UNIÓN POR CÓRDOBA
47801,599,UNEN - FAP - UCR,#8eab35,diputados, gvaldes@diputados.gob.ar,"valdés,  gustavo adolfo",UNIÓN CÍVICA RADICAL
47803,593,UNEN - FAP - UCR,#8eab35,diputados, hgutierrez@diputados.gob.ar,"gutiérrez,  héctor maría",UNIÓN CÍVICA RADICAL
47804,690,Peronismo no kirchnerista,#f6a619,diputados,gdurandc@diputados.gob.ar,"durand cornejo,  guillermo",CONSERVADOR POPULAR
47806,612,UNEN - FAP - UCR,#8eab35,diputados,mbarletta@diputados.gob.ar,"barletta,  mario domingo",UNIÓN CÍVICA RADICAL
47808,86,UNEN - FAP - UCR,#8eab35,diputados,hbinner@diputados.gob.ar,"BINNER,  Hermes",PARTIDO SOCIALISTA
47809,740,Pro y aliados,#fbd95b,diputados,ecaceres@diputados.gob.ar,"CÁCERES,  EDUARDO",UNIÓN PRO
47812,125,Peronismo no kirchnerista,#f6a619,diputados,carlos.caserio@senado.gob.ar ,"Caserio.,  Carlos Alberto",UNIÓN POR CÓRDOBA
47813,1234,UNEN - FAP - UCR,#8eab35,diputados,mscarrizo@diputados.gob.ar,"Carrizo,  Soledad",
47814,595,UNEN - FAP - UCR,#8eab35,diputados,ebrizueladelmoral@diputados.gob.ar,"brizuela del moral,  eduardo segundo",FTE. CÍVICO Y SOCIAL DE CATAMARCA
47815,605,UNEN - FAP - UCR,#8eab35,diputados,julio.cobos@senado.gob.ar ,"Cobos.,  julio césar cleto",UNIÓN CÍVICA RADICAL
47818,717,UNEN - FAP - UCR,#8eab35,diputados, jdagostino@diputados.gob.ar,"D'AGOSTINO,  JORGE",UNIÓN CÍVICA RADICAL
47820,720,UNEN - FAP - UCR,#8eab35,diputados,holivares@diputados.gob.ar,"OLIVARES,  HÉCTOR ENRIQUE",UNIÓN CÍVICA RADICAL
47823,695,Izquierda,#D23939,diputados, ndelcano@diputados.gob.ar,"del caño,  nicolás",PTS - FRENTE DE IZQUIERDA
47838,603,UNEN - FAP - UCR,#8eab35,diputados,mburgos@diputados.gob.ar,"burgos,  maría gabriela",UNIÓN CÍVICA RADICAL
47840,614,UNEN - FAP - UCR,#8eab35,diputados,jcano@diputados.gob.ar,"cano,  josé manuel",UNIÓN CÍVICA RADICAL
47842,715,UNEN - FAP - UCR,#8eab35,diputados,ccarrizo@diputados.gob.ar,"CARRIZO,  ANA CARLA",UNIÓN CÍVICA RADICAL
47843,718,UNEN - FAP - UCR,#8eab35,diputados,pgimenez@diputados.gob.ar,"GIMÉNEZ,  PATRICIA",UNIÓN CÍVICA RADICAL
47845,613,UNEN - FAP - UCR,#8eab35,diputados,pjavkin@diputados.gob.ar,"javkin,  pablo lautaro",COALICIÓN CÍVICA - ARI - UNEN
47846,609,UNEN - FAP - UCR,#8eab35,diputados, jriccardo@diputados.gob.ar,"riccardo,  josé luis",UNIÓN CÍVICA RADICAL
47848,508,UNEN - FAP - UCR,#8eab35,diputados,fsanchez@diputados.gob.ar,"SÁNCHEZ,  Fernando",COALICIÓN CÍVICA - ARI - UNEN
